0	700
0.0170748	699
0.03415	698
0.0548902	697
0.0790428	696
0.0966051	695
0.114876	696
0.13391	695
0.14855	694
0.165441	693
0.18084	692
0.19723	691
0.211958	690
0.226586	691
0.243055	690
0.26013	689
0.275798	688
0.291564	689
0.308523	688
0.324385	689
0.340634	688
0.35749	687
0.373208	686
0.388865	685
0.406225	684
0.421513	683
0.436642	682
0.455076	681
0.471855	682
0.48906	681
0.505553	680
0.521769	679
0.537276	680
0.556518	679
0.575335	680
0.590675	679
0.608127	680
0.624388	681
0.640756	680
0.655925	679
0.672411	678
0.687805	677
0.704292	676
0.71944	675
0.734241	674
0.750905	673
0.768122	672
0.785474	671
0.80051	670
0.817848	671
0.837687	670
0.855382	669
0.870504	670
0.890361	669
0.906984	668
0.922496	667
0.937671	666
0.962603	667
0.977864	666
0.993746	665
1.00894	664
1.03904	663
1.05409	662
1.06964	661
1.08508	660
1.10508	659
1.12108	658
1.13723	657
1.15256	658
1.16938	657
1.18449	656
1.20861	655
1.22414	654
1.24862	653
1.26512	654
1.28124	655
1.29951	654
1.31473	653
1.33292	652
1.34911	651
1.36488	650
1.38167	649
1.39689	648
1.41223	647
1.42758	646
1.4465	645
1.46206	644
1.47922	643
1.49703	644
1.51226	643
1.5297	644
1.54891	643
1.56465	642
1.58221	643
1.59815	642
1.62027	641
1.63836	640
1.65641	639
1.67206	638
1.68774	637
1.70354	636
1.72009	635
1.74019	634
1.75574	633
1.77332	634
1.79291	633
1.81663	632
1.84061	631
1.85734	630
1.8745	629
1.8981	630
1.91464	629
1.93064	630
1.94703	629
1.96404	630
1.98048	629
1.99703	628
2.0146	627
2.03322	626
2.04873	627
2.06474	626
2.08639	625
2.10284	624
2.12017	623
2.13863	622
2.15438	621
2.17303	622
2.18862	621
2.20597	620
2.22442	619
2.24341	620
2.26195	619
2.27889	618
2.29743	619
2.31354	618
2.33254	617
2.35164	616
2.36834	615
2.38734	614
2.40335	613
2.42444	612
2.4422	611
2.4584	610
2.47829	609
2.49425	608
2.51216	607
2.53096	606
2.5467	605
2.56399	604
2.58907	603
2.60972	602
2.62839	601
2.64793	602
2.66419	601
2.68101	600
2.70688	601
2.72574	600
2.74721	601
2.76784	600
2.78695	599
2.80634	600
2.82235	601
2.84024	600
2.86117	599
2.88318	598
2.90128	597
2.92224	596
2.94085	595
2.95688	594
2.97343	593
2.98951	592
3.008	591
3.02464	592
3.04381	591
3.06538	592
3.08204	591
3.09991	590
3.11654	589
3.13313	588
3.1568	587
3.17405	586
3.19372	585
3.2193	584
3.23603	583
3.25364	582
3.27029	581
3.29019	580
3.31576	579
3.34501	578
3.36143	577
3.3778	578
3.39658	577
3.41382	576
3.43584	575
3.45672	574
3.47338	575
3.49057	574
3.5073	573
3.52953	574
3.54766	573
3.5697	572
3.59015	571
3.60925	572
3.63223	573
3.6514	572
3.66952	571
3.69416	570
3.71293	569
3.73044	568
