0	50
0.049698	51
0.105917	52
0.15728	53
0.208067	54
0.296256	55
0.346146	56
0.393033	57
0.43765	56
0.489582	55
0.539808	56
0.584217	57
0.627441	56
0.67258	57
0.722366	58
0.780083	60
0.824818	61
0.881081	63
0.925006	65
0.963665	66
1.00955	65
1.05666	64
1.09859	65
1.13815	66
1.1764	67
1.22139	68
1.26599	67
1.31765	66
1.38514	65
1.42701	66
1.47847	65
1.52185	64
1.56743	65
1.63978	66
1.68325	65
1.72628	65
1.7664	64
1.81052	66
1.86294	67
1.90463	69
1.94603	70
1.98661	69
2.02372	70
2.07057	71
2.10765	70
2.15452	72
2.19214	71
2.23645	70
2.27688	71
2.34903	73
2.39432	72
2.44088	71
2.48612	71
2.53059	72
2.56963	74
2.60585	76
2.67355	75
2.71112	74
2.74595	73
2.78437	75
2.821	77
2.85834	76
2.89838	77
2.93439	79
2.97157	80
3.01498	82
3.05014	82
3.08368	84
3.11679	85
3.14946	86
3.18779	85
3.22054	84
3.2535	83
3.28649	83
3.32748	84
3.38084	85
3.42279	86
3.46005	86
3.4995	85
3.53525	87
3.56894	86
3.61115	85
3.64505	87
3.68444	87
3.7302	89
3.76663	89
3.80037	88
3.83222	87
3.87303	86
3.90601	85
3.93807	87
3.97022	87
4.022	88
4.05401	89
4.0978	91
4.12963	92
4.16641	93
4.19899	94
4.24116	96
4.27238	96
4.30548	95
4.3355	94
4.36723	95
4.39712	96
4.42686	96
4.45691	97
4.49618	98
4.52503	97
4.55409	99
4.58328	99
4.6171	100
4.64976	101
4.67883	103
4.70756	104
4.73797	103
4.76827	105
4.79942	107
4.83165	109
4.86269	109
4.89232	111
4.92076	112
4.95112	114
4.98353	114
5.01299	115
5.03985	114
5.08688	114
5.11441	114
5.14144	115
5.17149	116
5.20385	117
5.2291	118
5.25514	117
5.28108	118
5.30897	120
5.33383	122
5.36129	123
5.39843	124
5.42561	126
5.44922	128
5.47471	127
5.50957	128
5.53614	130
5.55989	129
5.58321	129
5.61008	130
5.6337	130
5.66233	129
5.68595	130
5.71043	129
5.73731	130
5.76278	132
5.78699	134
5.81109	135
5.83464	136
5.86351	136
5.89449	138
5.92883	139
5.95354	140
5.9791	141
6.00141	140
6.02511	141
6.05397	142
6.08011	144
6.1113	145
6.13784	146
6.15926	148
6.18566	147
6.20864	149
6.23239	150
6.25599	152
6.27832	153
6.30646	155
6.33412	156
6.35697	158
6.38247	159
6.4091	158
6.42933	158
6.4511	160
6.48244	161
6.50789	163
6.53228	163
6.55942	165
6.58486	167
6.60448	167
6.62415	168
6.65011	169
6.66969	171
6.69409	172
6.71687	174
6.73925	173
6.76831	174
6.797	173
6.81799	174
6.83726	176
6.85696	175
6.87698	175
6.89546	176
6.91665	177
6.93924	176
6.95948	177
6.98601	176
7.00437	177
7.02578	179
7.04672	179
7.06789	180
7.08646	179
7.10498	180
7.12609	180
7.14597	182
7.16554	183
7.19141	185
7.2176	185
7.23723	186
7.25547	187
7.27588	188
7.2939	187
7.31688	189
7.33953	188
7.36906	189
7.39128	189
7.41089	190
7.43016	190
7.45435	191
7.47775	192
7.49815	193
7.51729	194
7.5415	195
7.56267	194
7.58143	195
